gene,log2fc_late_minus_early,pval,qval,significant
PI4KB,-0.08776323512781303,0.020045033816816653,0.04613216973785039,True
AC113348.2,0.001009157603657624,0.020046600391650907,0.04613216973785039,True
C5orf24,-0.08597794130344205,0.020045033816816653,0.04613216973785039,True
DEFB125,-0.015232869483871446,0.020060882085390717,0.04615970767669015,True
PLA2G4E,0.009458980149495193,0.020068269069982405,0.04617137649634309,True
KCTD1,-0.19782100649900336,0.020107271316863753,0.04625044133902917,True
EBNA1BP2,-0.1012163033589415,0.020107273825193343,0.04625044133902917,True
CELA3B,0.012209189055927275,0.020123040958904628,0.046281369320410715,True
EIF3M,-0.1005802396277069,0.02013845702626779,0.04631148283618537,True
HCN1,0.006034211831658448,0.020190112991333047,0.0464249190198591,True
EIF2AK2,-0.1181552763599063,0.020200950054535725,0.04643377244493121,True
TMEM214,0.12392408583917636,0.020200950054535725,0.04643377244493121,True
VWC2L,-0.0333351321111707,0.020199968348109616,0.04643377244493121,True
ACTRT1,0.01045285170689754,0.020215926363172397,0.04646284032610159,True
OR9Q2,-0.0050571982402240765,0.020225366603815256,0.04647917927004017,True
