gene,log2fc_late_minus_early,pval,qval,significant
ISG20,0.2843703778586577,3.414562461645449e-05,0.0002535551998629065,True
IDNK,-0.2778209751184173,3.414563705647025e-05,0.0002535551998629065,True
KIAA0586,-0.16082752339739348,3.431942988082918e-05,0.0002547508536723649,True
CD19,0.2236788094962685,3.436293410905878e-05,0.00025497885383938,True
HM13,0.16382779888293086,3.445031294251653e-05,0.0002554370916503884,True
TMEM125,-0.4940174574240608,3.445028786401697e-05,0.0002554370916503884,True
COQ5,-0.17747798888628452,3.449406261586979e-05,0.00025566640164877765,True
ERMAP,-0.21409684852430022,3.458169514347864e-05,0.0002562206755000658,True
SLC17A9,0.4785099826212553,3.466951386189836e-05,0.00025677591655963206,True
ENTPD5,-0.41740275454306497,3.47575949148767e-05,0.0002573326874908324,True
CDKN2AIP,-0.22151439116067717,3.484586312010655e-05,0.00025779473799209066,True
ZC3H6,-0.20117629679757343,3.484586312010655e-05,0.00025779473799209066,True
APOC1,0.5399278112373533,3.493434418101036e-05,0.00025835346968879254,True
FAM161A,-0.22814092460851,3.5023013129827114e-05,0.00025891317604096885,True
MRPL35,-0.1835672394616914,3.506745319422434e-05,0.00025914561963915673,True
POLE3,-0.18730503573346002,3.5111934049516216e-05,0.0002593781923228064,True
CHRNA9,0.06473621588182665,3.512626059435346e-05,0.0002593879199000812,True
GJB1,-0.4403997304359395,3.5245698321095474e-05,0.0002601735405871905,True
STAG2,-0.2669408301954661,3.5290406661945555e-05,0.00026040715322941173,True
IRGQ,-0.1435228174759846,3.533514319862825e-05,0.00026064080099676287,True
BRS3,0.2097921230984443,3.558457530915721e-05,0.00026238360300073093,True
TRAPPC2B,-0.13131679686961073,3.564987489195461e-05,0.0002627679133441002,True
PTPRK,-0.2650340142855363,3.574033231055677e-05,0.00026314281595564285,True
PPP1R3D,-0.18252612107444,3.574030639398348e-05,0.00026314281595564285,True
TNS1,-0.3192370144747061,3.574033231055677e-05,0.00026314281595564285,True
IFIT1B,-0.08458180838334309,3.582663815208005e-05,0.0002636808827892846,True
KIF14,0.24770439130596467,3.587626464552676e-05,0.000263852002651983,True
ELP3,-0.21882000991734873,3.587635566202858e-05,0.000263852002651983,True
KIF23,0.2739320554670297,3.5921745168346756e-05,0.00026408840529738116,True
OGDHL,-0.7240689566836425,3.601289658767037e-05,0.00026456342378959906,True
ZNF277,-0.17637663277839088,3.601288354107501e-05,0.00026456342378959906,True
PDHB,-0.1926530648369562,3.605850236052902e-05,0.0002648008913680397,True
DMD,-0.21806441871290128,3.610418912272437e-05,0.00026503877861888014,True
SYT3,0.09123239021073137,3.619433839178565e-05,0.00026551504561051425,True
EFL1,-0.2011678216827093,3.619570137272433e-05,0.00026551504561051425,True
TNKS2,-0.20932158839373827,3.628743383540111e-05,0.0002660900536264168,True
SPDEF,0.2461151272155475,3.6366407923927476e-05,0.0002665711180835537,True
ZKSCAN2,-0.15506888027042343,3.642543333944779e-05,0.00026690565598012136,True
USP3,-0.13632381204483845,3.647153500492189e-05,0.0002670473709484407,True
CDH13,-0.4711732106951412,3.647156139495456e-05,0.0002670473709484407,True
QRFP,-0.13085221979097872,3.6517586389175114e-05,0.0002672862105093147,True
SMARCAD1,-0.20876126632089154,3.661021236051879e-05,0.0002678658400161555,True
KDM6B,-0.2592032195882261,3.674941683303313e-05,0.00026878572003558856,True
ZIC1,0.05200851927411787,3.684557673633667e-05,0.00026939021230989383,True
USO1,-0.257159005698,3.693576905918874e-05,0.0002699506464450532,True
TNRC6B,-0.18864085308781942,3.698247038259219e-05,0.0002701929257926431,True
APEX1,-0.20865570770300312,3.7029281267837384e-05,0.0002703368033387557,True
CRCP,-0.14733272681198795,3.7029281267837384e-05,0.0002703368033387557,True
SOX17,-0.33891307220630784,3.712301821616499e-05,0.00027092193894359353,True
IGLL5,0.34681036317585723,3.713729662904359e-05,0.0002709269740906956,True
SKI,-0.1684258716380862,3.73111683661513e-05,0.0002720958576753199,True
KCTD14,-0.33664157192613464,3.7358293236067146e-05,0.0002722403693496735,True
SOX8,-0.21209870016493548,3.735814494152085e-05,0.0002722403693496735,True
RBM8A,-0.14246367820176875,3.740558258763126e-05,0.00027248538751632886,True
SOX1,0.09336031260361813,3.7478545964903484e-05,0.00027291718387445057,True
EPC2,-0.21413040536897254,3.750022358843663e-05,0.0002729753406010403,True
LSM14A,-0.145711340461518,3.759509188116083e-05,0.000273167252888697,True
TFDP1,-0.21539810203139087,3.759509188116083e-05,0.000273167252888697,True
CYSLTR1,-0.25422184882961774,3.759506476583826e-05,0.000273167252888697,True
NUDT1,0.21154401596674788,3.754761574885979e-05,0.000273167252888697,True
PDK4,-0.7851753148851968,3.759509188116083e-05,0.000273167252888697,True
TLL2,0.11085855866466687,3.773739990549688e-05,0.00027400452154454095,True
ZBTB16,-0.5425871544764198,3.773780801290548e-05,0.00027400452154454095,True
CYP3A7,-0.14845207231605417,3.787964609838708e-05,0.00027484430228921417,True
GTF3C4,-0.2741075076387509,3.788103835343367e-05,0.00027484430228921417,True
SLC25A51,-0.18091784465886152,3.7976848260859995e-05,0.0002752389678753277,True
LAMP3,0.2697033534688109,3.7976848260859995e-05,0.0002752389678753277,True
TUBA3E,0.3975402092104131,3.797363335378666e-05,0.0002752389678753277,True
EIF5A,0.20067703951768756,3.8169103609012164e-05,0.00027633100499509244,True
GIMAP7,-0.2897861259817258,3.8169103609012164e-05,0.00027633100499509244,True
AP2B1,-0.23560499397198864,3.8169103609012164e-05,0.00027633100499509244,True
LYSMD1,-0.17829707919503468,3.826557738851876e-05,0.00027692888637832557,True
AZI2,-0.2047468548660909,3.831385966552014e-05,0.00027707716141136765,True
SRD5A2,0.03909248206082319,3.830057233313671e-05,0.00027707716141136765,True
PTGER1,0.38424356497384626,3.848533556337882e-05,0.00027821632359051736,True
APBA1,-0.1820178539803865,3.8507747790949865e-05,0.0002782774467038632,True
CFL2,-0.2501123049167644,3.8556389407255744e-05,0.000278427124955402,True
COL4A4,-0.41397579404518536,3.8556389407255744e-05,0.000278427124955402,True
NUFIP1,-0.15591867070435406,3.8653778153558114e-05,0.0002789284494853702,True
DYNC1H1,-0.2589365339160361,3.865379205176436e-05,0.0002789284494853702,True
CLUAP1,-0.1454480039112629,3.870255308624503e-05,0.0002790783014226233,True
KREMEN2,0.1795051843607201,3.870228872347782e-05,0.0002790783014226233,True
ASNSD1,-0.17641747132302132,3.8751428223912075e-05,0.0002793297093016482,True
NEMF,-0.21853958779829474,3.880029221166494e-05,0.0002795808551196876,True
H2AZ2,-0.2059623269308748,3.894740325925232e-05,0.00028053949645338606,True
TSR2,-0.16309176876137244,3.899652978903846e-05,0.00028079191438564426,True
BRAF,-0.17754823729774927,3.904568708329971e-05,0.0002809433516810961,True
GLUD2,-0.2963736791240654,3.904574317927161e-05,0.0002809433516810961,True
ZNF683,0.3989306997356772,3.909498743179712e-05,0.00028119619748022043,True
HADHB,-0.25747823387015334,3.914431874058708e-05,0.00028144948685532826,True
SLC22A2,-0.6401822642332142,3.924313047438353e-05,0.00028195658933270594,True
FBXO33,-0.19585682385744096,3.924311638709226e-05,0.00028195658933270594,True
NMT2,-0.22964682298000927,3.9491182392646076e-05,0.0002836365974584213,True
BMX,-0.3160093352213247,3.954098803921055e-05,0.0002838920488029456,True
TOR1AIP1,-0.21916239179062647,3.9590824897377685e-05,0.0002841475402461902,True
MORF4L1,-0.1936470139605273,3.964074979706395e-05,0.00028419894622576803,True
LILRB3,0.30920904406809635,3.964073558239105e-05,0.00028419894622576803,True
FHL2,0.4253992375642923,3.964074979706395e-05,0.00028419894622576803,True
DDX50,-0.19941078783903432,3.974075040005366e-05,0.00028481347285272103,True
ARTN,0.23325398548214893,3.9790712072219484e-05,0.00028506906837797775,True
TBC1D5,-0.2269001050704995,3.9840990386072196e-05,0.00028532674795887477,True
TDRP,-0.2642228444585957,3.9941470294136516e-05,0.00028573844087710577,True
METTL24,-0.3463489416485437,3.9941398739623835e-05,0.00028573844087710577,True
KCTD2,-0.2009486475635791,3.9941470294136516e-05,0.00028573844087710577,True
ARIH2,-0.18313375654731745,4.014315203811172e-05,0.00028707825155519065,True
ROS1,0.13735300163145686,4.022825448196302e-05,0.0002875836994841802,True
FAM174A,-0.23613715692554482,4.034579996670606e-05,0.00028832063072981555,True
MEF2D,-0.21483129145378843,4.04474731371438e-05,0.0002889436472262175,True
DCHS1,-0.3824275920423279,4.054941843278946e-05,0.00028946448432257653,True
TMEM38A,-0.42986122750253397,4.054938942238444e-05,0.00028946448432257653,True
TNPO2,-0.1573860729909473,4.065159298263892e-05,0.00029009000031777197,True
ARFGEF2,-0.25322378159003645,4.0754011807442925e-05,0.00029071681124035674,True
TSKU,0.47770539307156845,4.085667545644343e-05,0.000291344919617514,True
ZNF226,-0.16188403606730217,4.090805540296726e-05,0.000291607010591477,True
VPS37B,-0.2076998411914026,4.095958448002948e-05,0.00029186997689879476,True
PDZD2,-0.41613846356498696,4.126978931944238e-05,0.0002939753695787932,True
DRP2,0.07312757195686351,4.136026288284437e-05,0.0002945146147707682,True
ZNF611,-0.26275232669828874,4.1425711627167306e-05,0.000294875343956609,True
CCDC28A,-0.1864259900261409,4.147782956092358e-05,0.0002950356638550461,True
IL4I1,0.37043318600106634,4.147782956092358e-05,0.0002950356638550461,True
MAD2L1BP,-0.1910303428728657,4.158222245469817e-05,0.0002956727358422868,True
RAB33B,-0.17811836142343118,4.168686460808005e-05,0.0002963111253318717,True
SFR1,-0.15137406376477403,4.1739264447498955e-05,0.0002965778526565339,True
EMC2,-0.1619160227736982,4.184428150657658e-05,0.00029711228086827773,True
ADA,0.345046531061608,4.184428150657658e-05,0.00029711228086827773,True
POP5,0.14674454273662185,4.189689893340572e-05,0.00029737998253266044,True
PRAG1,-0.21710111424839784,4.20550681697992e-05,0.0002983964231919774,True
NFKB1,-0.22154359766687737,4.210793702806151e-05,0.00029855904995216583,True
FBXL16,-0.5280191066823212,4.210793702806151e-05,0.00029855904995216583,True
SLC25A48,-0.3130939578866021,4.221377375605853e-05,0.0002990970577374495,True
UTP4,-0.22092424746871941,4.221381886213175e-05,0.0002990970577374495,True
HEATR5A,-0.1821318158812879,4.226684693052029e-05,0.00029936639222050214,True
SLC25A12,-0.19127029277209484,4.23731228973848e-05,0.0003000125441505889,True
COL6A5,0.021930620393465255,4.2643654927670633e-05,0.000301820799413524,True
MYLPF,0.11062730882780025,4.280006711387277e-05,0.0003028203470959529,True
WDR6,-0.25680973874245705,4.2962217580539184e-05,0.00030364434389251694,True
MAPK1,-0.24046865583962873,4.2962217580539184e-05,0.00030364434389251694,True
PFKP,-0.23483187498013525,4.2962217580539184e-05,0.00030364434389251694,True
PARS2,-0.23688677031905447,4.3178342547592585e-05,0.0003049556477909674,True
CD93,-0.40020605555478284,4.3178342547592585e-05,0.0003049556477909674,True
N4BP1,-0.12954259145974056,4.323248864455808e-05,0.00030522994284532543,True
WDR17,-0.2673046927225955,4.344993387203705e-05,0.00030665655983740694,True
TJP2,-0.085931794568816,4.350427944139437e-05,0.0003069314662075446,True
LRP2,-0.5914315077853134,4.3613690442421116e-05,0.0003075945383944083,True
H2BC8,0.4338278233547401,4.372316068745471e-05,0.0003081485958948293,True
TCEANC2,-0.14745564284854407,4.372311414560016e-05,0.0003081485958948293,True
TBL1X,-0.3057191359458846,4.383292263709984e-05,0.0003088130076107762,True
PRPF4,-0.1745263761592799,4.394293033287852e-05,0.00030936940147490533,True
CARD11,0.4389807920845765,4.394293033287852e-05,0.00030936940147490533,True
SNX12,-0.20568109689220293,4.41637318443884e-05,0.00031081414949291064,True
RCL1,-0.17242417595752668,4.438556970407021e-05,0.0003121551330695881,True
DIRAS2,-0.5299959398915783,4.4385585427439174e-05,0.0003121551330695881,True
C3orf18,-0.29550384376212246,4.4441182279149386e-05,0.00031243592816702415,True
EFCC1,-0.290099218826422,4.455265309376777e-05,0.00031310919893674365,True
KHNYN,-0.23410357198094545,4.460849579302328e-05,0.0003133911871463348,True
CCL19,0.8704457605293459,4.472017462744395e-05,0.00031406510803873815,True
ABLIM1,-0.2589800790173449,4.483246767170478e-05,0.0003146320804077613,True
DOCK8,-0.258188091055227,4.483246767170478e-05,0.0003146320804077613,True
SETD2,-0.2207885828921996,4.4888611176885205e-05,0.00031491524618041425,True
AMDHD1,-0.39681799069685164,4.4944837262250696e-05,0.0003151987918870047,True
ESCO1,-0.18604009074065386,4.50575058136918e-05,0.00031576680172702536,True
KIFC3,-0.18603086405541092,4.505748987829345e-05,0.00031576680172702536,True
ACTR1B,-0.16795705782711856,4.517042622325529e-05,0.0003162247043677191,True
LEPROT,-0.20188773949646688,4.517042622325529e-05,0.0003162247043677191,True
SOSTDC1,-0.4948604618741943,4.5169068704480304e-05,0.0003162247043677191,True
ANKRD31,-0.11342776126537124,4.522647538412349e-05,0.0003163981441868147,True
SUPT3H,-0.15659276266946653,4.5226939057699965e-05,0.0003163981441868147,True
FOSB,-0.8501651159009898,4.528361498891255e-05,0.0003166835200452257,True
MASP2,-0.1935512845663686,4.545364565211819e-05,0.00031776114551610536,True
MED7,-0.16622216274567458,4.551079998708845e-05,0.0003180491868708621,True
CHD8,-0.20518521289372105,4.5567748800997186e-05,0.00031833559060766715,True
HCFC2,-0.21542689908704382,4.562479742200349e-05,0.0003185109282212555,True
ZBTB3,-0.177858742936563,4.5624749079677595e-05,0.0003185109282212555,True
ACP1,-0.17397977100014828,4.5739065617809665e-05,0.0003191968814448334,True
UPRT,-0.17164341855029175,4.596841671060919e-05,0.00032057302986223367,True
DHX40,-0.1844181861846792,4.596841671060919e-05,0.00032057302986223367,True
NBAS,-0.23871188557893142,4.608345204473723e-05,0.0003211509400031265,True
CDCA5,0.30917290062557257,4.608350081998921e-05,0.0003211509400031265,True
XCL2,0.4225476269217183,4.6141096451631706e-05,0.00032121549617759534,True
SPATA5,-0.17764560181955513,4.6141096451631706e-05,0.00032121549617759534,True
FREM1,-0.4168473096619545,4.614101506902101e-05,0.00032121549617759534,True
ARAP1,-0.215384443153523,4.6314489205092116e-05,0.0003221975874986485,True
SREBF2,-0.24934357456823797,4.6314489205092116e-05,0.0003221975874986485,True
KLK13,0.08762481555132559,4.633604085347622e-05,0.0003222350828519738,True
NUP214,-0.1595544593885947,4.6430394700744074e-05,0.0003227786644154238,True
B3GNT2,-0.20629178175569507,4.6546575213852215e-05,0.00032336084202570927,True
MICU3,-0.24824050760258265,4.654655880992366e-05,0.00032336084202570927,True
TTLL5,-0.16578450839971914,4.66630149170465e-05,0.0003240568413152466,True
TNFSF14,0.4516002631479532,4.677971431480943e-05,0.0003247541587773922,True
RNF5,-0.20433813085798214,4.689677299548772e-05,0.0003248880680973017,True
UGT1A10,0.44685637298658015,4.6843379973376404e-05,0.0003248880680973017,True
CREBL2,-0.24412374319673535,4.689677299548772e-05,0.0003248880680973017,True
CNIH2,0.1608893085194132,4.689652528820586e-05,0.0003248880680973017,True
MAF,-0.23011467813092334,4.689677299548772e-05,0.0003248880680973017,True
UNC80,-0.05947964099003361,4.683674914935232e-05,0.0003248880680973017,True
ZNF852,-0.17807497090386715,4.695529897447135e-05,0.00032518053176554696,True
CERCAM,0.4392377400808236,4.7014059722342015e-05,0.0003253614448955415,True
LBP,1.0816408859440714,4.701308324217048e-05,0.0003253614448955415,True
ARHGAP19,-0.16661081141664447,4.7131591369952546e-05,0.0003260616477217605,True
NTPCR,-0.1800078706484518,4.7367590956765486e-05,0.00032758065504543543,True
FOXI2,-0.3450607219454689,4.743583411592255e-05,0.00032793885596507064,True
RSF1,-0.21440887179457802,4.748599378874694e-05,0.00032817183506413745,True
FOXK1,-0.22706689548714198,4.772364182153778e-05,0.00032969992052592526,True
BLOC1S5,-0.2024188233302251,4.7842888272873876e-05,0.0003302948429309416,True
ZNF782,-0.17287831690899513,4.7842888272873876e-05,0.0003302948429309416,True
TTC37,-0.2416244944055359,4.8082229181429515e-05,0.00033160272757500574,True
CMBL,-0.4523028832680449,4.8082229181429515e-05,0.00033160272757500574,True
AP2A2,-0.17164752125751903,4.8082229181429515e-05,0.00033160272757500574,True
ZNF781,-0.19234442997121448,4.814208939944053e-05,0.0003319007532662674,True
GPRC5A,0.4749348926054613,4.8202257205885635e-05,0.00033208636965965715,True
KITLG,-0.4216700531669195,4.820232489693288e-05,0.00033208636965965715,True
FAM76A,-0.18168574842069374,4.8443370005841535e-05,0.0003336317482474848,True
NUDT4,-0.2643951483222917,4.8564320665332034e-05,0.00033423383687448743,True
FUT11,-0.1366103395856939,4.8564320665332034e-05,0.00033423383687448743,True
SNX29,-0.2810903868125285,4.8685557574412916e-05,0.0003348370634420989,True
CNOT7,-0.2056303325475124,4.8685557574412916e-05,0.0003348370634420989,True
PKDREJ,-0.08838130329366933,4.8806516684848294e-05,0.0003354414299700034,True
DCP1A,-0.20068139886996406,4.880708136939412e-05,0.0003354414299700034,True
ZNF496,-0.17641560376356447,4.8928875538143264e-05,0.0003360469384813218,True
SMARCA5,-0.2105595649066112,4.892889268789634e-05,0.0003360469384813218,True
ANKRD35,0.16109186375078877,4.9050820290494336e-05,0.00033665359100262424,True
GNB5,-0.1769134097927716,4.9050992168854615e-05,0.00033665359100262424,True
TLR4,-0.2587011512601154,4.911213296334323e-05,0.0003369572288448511,True
ASF1B,0.3095518079248034,4.917334600044539e-05,0.0003372611532703406,True
ST6GALNAC3,-0.3588433305854024,4.9296058180461165e-05,0.0003379865226967107,True
TMEM101,-0.30841821460892316,4.9357488503426365e-05,0.0003382913735927518,True
TMEM86B,0.1678731799810136,4.941897408766194e-05,0.00033859639359443426,True
LCA5,-0.23551319303881346,4.960400568095176e-05,0.00033963072296250556,True
DLG2,-0.1651608148227537,4.960384943847884e-05,0.00033963072296250556,True
ADGRL2,-0.2809187987487527,5.003822147703873e-05,0.0003424861173392373,True
CHRDL2,0.32120435295749883,5.010045805236e-05,0.00034267718020051705,True
COG8,-0.15524596450480876,5.0100510597076296e-05,0.00034267718020051705,True
GOLIM4,-0.23095418593730432,5.016296088566568e-05,0.000342869082666576,True
TMTC1,-0.3627660555450771,5.016296088566568e-05,0.000342869082666576,True
AFMID,-0.19107712880793137,5.028797742336374e-05,0.00034360578953633526,True
SCGN,-0.9237719724012878,5.04760384493053e-05,0.0003447726120596948,True
ZNF792,-0.2465952687030466,5.079100291126515e-05,0.00034668641425703684,True
NF1,-0.21524320995253143,5.079100291126515e-05,0.00034668641425703684,True
CHUK,-0.22096146971863284,5.091744909534582e-05,0.0003474305612809736,True
MFN2,-0.2043095534001349,5.104430045898664e-05,0.0003481769628981442,True
CERK,-0.25064176010268824,5.1171397743627e-05,0.00034880524041450774,True
TMEM241,-0.16548192591988808,5.117136204812702e-05,0.00034880524041450774,True
NUDT11,0.26623066395913386,5.1298526610141496e-05,0.0003494345802727545,True
LMBRD2,-0.2859119787420328,5.129877703171594e-05,0.0003494345802727545,True
ZDHHC4,-0.2476438513521142,5.136258826619472e-05,0.0003497497557552563,True
SACM1L,-0.22695076579589468,5.155449160081665e-05,0.00035081687834030115,True
AVPR1A,-0.5006018828850625,5.155447363420309e-05,0.00035081687834030115,True
NUDT2,-0.23601961609969635,5.1682792440071005e-05,0.00035156994734566213,True
PCIF1,-0.16066008030628964,5.1747038250195076e-05,0.000351886919724553,True
WDR45,0.14889126936838393,5.187577506902108e-05,0.0003526420740968777,True
GOLGA4,-0.24967092059433327,5.1940302457603614e-05,0.0003527199422342305,True
PKD2,-0.2141506320134372,5.1940302457603614e-05,0.0003527199422342305,True
UCK1,-0.15842868170844326,5.1940302457603614e-05,0.0003527199422342305,True
ACTN2,0.24774028357409872,5.2069440472011254e-05,0.0003534765080459518,True
PITPNA,-0.1981813599934945,5.219902806627831e-05,0.0003542356097976368,True
CHAMP1,-0.2598192475557135,5.23938550171148e-05,0.0003554367748660207,True
MEI1,0.219294613810462,5.2458901665074105e-05,0.0003557570004755944,True
KRT82,0.018090270285532076,5.249030414700187e-05,0.0003558489235236053,True
SPTLC2,-0.2617843012274417,5.258940750105229e-05,0.0003559156845743315,True
PRIMA1,0.8369171417768628,5.258922462955297e-05,0.0003559156845743315,True
VPREB3,0.3063053221296719,5.258895032322632e-05,0.0003559156845743315,True
PDE8A,-0.19108845356750148,5.258940750105229e-05,0.0003559156845743315,True
SDHC,-0.2628291347492686,5.258938921388008e-05,0.0003559156845743315,True
SVIL,-0.2858284925956798,5.285119570061369e-05,0.0003575660467861676,True
TCEANC,-0.13259814307242968,5.3114144642233554e-05,0.0003591018268074794,True
SASH1,-0.28398939565708137,5.31142184399266e-05,0.0003591018268074794,True
UBXN2B,-0.25440478862743987,5.318014919159714e-05,0.00035942569985832675,True
AKAP10,-0.1646188907049977,5.337848118292053e-05,0.00036052173368057906,True
NDFIP2,-0.2785876632028792,5.337848118292053e-05,0.00036052173368057906,True
TRUB1,-0.26213339528288504,5.351107926939721e-05,0.00036129491990289254,True
FGA,0.9540366680049956,5.382864834293323e-05,0.00036329602575287307,True
ASCL2,0.2129603018923638,5.384390390709901e-05,0.00036329602575287307,True
RAB28,-0.15431579156046915,5.404459911583796e-05,0.00036428033034874145,True
GBP2,0.3209829956213719,5.404459911583796e-05,0.00036428033034874145,True
TXLNG,-0.22747615844692248,5.404459911583796e-05,0.00036428033034874145,True
ZKSCAN1,-0.19356271087372434,5.4178764409682696e-05,0.000365061238526615,True
TRDMT1,-0.1604935934837357,5.424592773604161e-05,0.0003653903064868911,True
PEX2,-0.19080181524918327,5.4313245224212904e-05,0.0003655967195409713,True
C11orf1,-0.22744590749557414,5.4313226404812405e-05,0.0003655967195409713,True
CYP20A1,-0.1640314873926898,5.4583156202267296e-05,0.000367289560702263,True
TMEM168,-0.17221451455764747,5.4786403902158755e-05,0.00036853283434589785,True
SDHB,-0.19491069729485844,5.512679514276227e-05,0.00037069748450468606,True
GJB3,0.17649674586017278,5.515585045064624e-05,0.00037076781735839005,True
SGCE,-0.25141860423203877,5.526350418057372e-05,0.0003711161153089521,True
BCL2L13,-0.18728686782458048,5.5263485068682286e-05,0.0003711161153089521,True
SLC25A40,-0.23448181412323477,5.526350418057372e-05,0.0003711161153089521,True
WDR35,-0.2177023473059374,5.5400534350094884e-05,0.0003719110619098289,True
CYB561D1,-0.21033431672432368,5.553784796670822e-05,0.00037245690488698166,True
THUMPD1,-0.15373820759702017,5.553788635916323e-05,0.00037245690488698166,True
ZNF641,-0.19428977798627356,5.553788635916323e-05,0.00037245690488698166,True
ITFG1,-0.27762644958058047,5.567556091706079e-05,0.00037300380832135685,True
RHBDD1,-0.19958180497415157,5.567556091706079e-05,0.00037300380832135685,True
EFNA5,0.6104075514533704,5.567556091706079e-05,0.00037300380832135685,True
DYNC1I2,-0.2090783653351016,5.574450011415629e-05,0.0003733402228001505,True
CCDC148,-0.20589651738810066,5.581350089179187e-05,0.00037367682363349445,True
SLC2A4,-0.32708184769563453,5.5951841876943545e-05,0.0003743517478563874,True
ELAC1,-0.12460310717227463,5.595186120032273e-05,0.0003743517478563874,True
MTREX,-0.2578980792073784,5.609052699826487e-05,0.00037502780928618543,True
HPS6,-0.16856439470801732,5.609050763232272e-05,0.00037502780928618543,True
ZNF506,-0.1603752098943576,5.6229498873275074e-05,0.0003758309582753464,True
LRRC8C,-0.2609957887360532,5.636879686528042e-05,0.0003765095718257826,True
ZZEF1,-0.196905528915023,5.636879686528042e-05,0.0003765095718257826,True
OGFOD3,-0.1656570956096668,5.664837407375577e-05,0.00037812362982341565,True
LEO1,-0.16773706811643052,5.664837407375577e-05,0.00037812362982341565,True
ANKRD12,-0.21140737718961855,5.678865473062453e-05,0.0003789331318671995,True
ATP7A,-0.25141124027662975,5.685889878646141e-05,0.00037927491602692123,True
HERPUD2,-0.15633745531058718,5.692926438529269e-05,0.0003796172820448045,True
PI4KA,-0.22994489134914886,5.7070203761632296e-05,0.00038017565071815054,True
CHST9,-0.4859298847506046,5.7070144762795e-05,0.00038017565071815054,True
CCNT1,-0.19483863380157107,5.7070203761632296e-05,0.00038017565071815054,True
MPDZ,-0.31023326227555925,5.714077763414041e-05,0.00038026462766004384,True
BCR,-0.2332330295873013,5.714077763414041e-05,0.00038026462766004384,True
EML5,-0.09500700805085474,5.713445808829868e-05,0.00038026462766004384,True
GPATCH2L,-0.19093241277160322,5.728221291017211e-05,0.0003810786656666705,True
FGFR3,-0.377351906079463,5.763727301279174e-05,0.0003833128583485796,True
ZNF845,-0.20334195210296135,5.77798520238045e-05,0.00038413294086382595,True
TOX3,-0.5428718039539613,5.799361890007e-05,0.00038542559120986525,True
KCNS1,0.16010191354655678,5.8135713206156925e-05,0.0003862412029004854,True
FAM98B,-0.19375564719171612,5.8209676104822184e-05,0.0003866037715449516,True
INSRR,0.08566045570057523,5.82475479583339e-05,0.0003867264772538333,True
UMAD1,-0.236036521586378,5.82815838288701e-05,0.00038682364127164186,True
APOL2,0.3305664323076618,5.8353615794543e-05,0.0003871728424996999,True
ENTPD2,-0.41492653055872886,5.8425691903099285e-05,0.0003875221041796386,True
FAM167B,-0.2945362153525206,5.849789252617112e-05,0.00038787195915756563,True
METTL15,-0.1570038637048805,5.90054652194538e-05,0.00039110736886485036,True
PDPR,-0.20614800602704886,5.9517267949424e-05,0.0003942380429906517,True
IFIT1,-0.23890777295090349,5.951732919058389e-05,0.0003942380429906517,True
MT1F,0.5805235809743854,5.9664329032625754e-05,0.0003950805022426079,True
TLCD3B,0.08652566698171801,5.971352792277417e-05,0.00039527500654856285,True
CYP4F2,0.323241258810545,5.9752900028830984e-05,0.00039540435472115243,True
SPAG7,-0.15571309353460538,5.981165212970316e-05,0.00039553072270585366,True
TERF2,-0.15633316376098083,5.981167263306996e-05,0.00039553072270585366,True
UPK1A,0.055974058730955456,5.984207591865463e-05,0.0003956005668654297,True
FAM110D,-0.31227659587922973,5.995936074578812e-05,0.0003961132321237652,True
CDC40,-0.25292928449267604,5.995936074578812e-05,0.0003961132321237652,True
PRKAB2,-0.26255354472700887,6.010739412618133e-05,0.00039695966349380705,True
MLLT3,-0.19687005508405475,6.033005190764479e-05,0.0003981663604550221,True
ELP4,-0.13245694671296238,6.032992794109838e-05,0.0003981663604550221,True
ERRFI1,-0.4492067592272777,6.0404499719256575e-05,0.00039852578272751084,True
MRPS30,-0.216028824547843,6.055357345041113e-05,0.0003991131065964619,True
USP12,-0.21111095782484224,6.055357345041113e-05,0.0003991131065964619,True
BAK1,0.17929845624300178,6.055357345041113e-05,0.0003991131065964619,True
DBP,-0.2752950779680985,6.092776243793345e-05,0.00040144670439111604,True
GCSAML,-0.09233592415889288,6.106345887219043e-05,0.00040217117932678497,True
STX7,-0.1736396536635283,6.107805853152297e-05,0.00040217117932678497,True
ACTR8,-0.23229059792936768,6.115335905989056e-05,0.00040253406171545,True
TNS2,-0.24729856232755765,6.13041819605253e-05,0.000403260567446042,True
TRIM23,-0.208337195533431,6.13041819605253e-05,0.000403260567446042,True
SLC9B1,-0.08821555378370205,6.137934777461996e-05,0.00040362184562347386,True
R3HDM4,0.15822313125960719,6.16068849393061e-05,0.00040498452750408343,True
USF3,-0.2561662118650698,6.17587665607055e-05,0.00040584913898725975,True
DNAJC8,-0.13123247586744835,6.191100263488352e-05,0.00040653765877320526,True
PCSK5,-0.2764479596901337,6.191100263488352e-05,0.00040653765877320526,True
AGR3,0.1701467379782659,6.192471008597775e-05,0.00040653765877320526,True
SMARCA2,-0.2725971242298826,6.198723266982225e-05,0.0004068141688515195,True
CBX6,-0.21463950936030507,6.206359393737593e-05,0.0004071812885565651,True
EGFL6,0.23288334498775165,6.211928180418764e-05,0.0004074125791486491,True
ITGA9,-0.3594496887215306,6.221654124528797e-05,0.00040791627732606107,True
ZNF586,-0.17945002664046728,6.229312738763081e-05,0.00040828414656626663,True
