,mean_weight,std_weight,folds_in_top50,abs_mean
KCNN3,-0.001703457240526777,0.0002806473107864549,0,0.001703457240526777
CDKN3,0.001703385977555163,0.0007957356386885493,0,0.001703385977555163
OTOL1,-0.0017031706789962324,0.0015298174930945651,0,0.0017031706789962324
SLCO1C1,-0.0017031656739165172,0.00023884544303691082,0,0.0017031656739165172
PGM1,-0.0017029834387035207,0.0010783932823375056,0,0.0017029834387035207
HRH2,0.0017029603942231256,0.00047839433986050225,0,0.0017029603942231256
OR2W3,-0.0017028977609923487,0.001018518349662206,0,0.0017028977609923487
DCAF12L2,-0.0017026830945550066,0.0015074891361158802,0,0.0017026830945550066
GPR182,-0.0017024073218923096,0.0008964449816124547,0,0.0017024073218923096
ISLR,0.0017022065332309502,0.000758512198307575,0,0.0017022065332309502
DCBLD2,0.0017021702449359698,0.0008879649303710134,0,0.0017021702449359698
ASAH1,-0.0017020796382120448,0.0005123776914727467,0,0.0017020796382120448
JPT1,0.001701954275588923,0.00046534804858718146,0,0.001701954275588923
TARS1,0.0017015140436271703,0.0008045805208200104,0,0.0017015140436271703
AACS,-0.001701320556514882,0.0004605716871387785,0,0.001701320556514882
SPPL3,0.001701317672642316,0.00043294136439536176,0,0.001701317672642316
ABCC2,0.0017012294200402084,0.0009029543787565075,0,0.0017012294200402084
MYH9,0.0017011106005249427,0.0007016166315147429,0,0.0017011106005249427
VSTM4,-0.0017009659985336098,0.0007058296353311311,0,0.0017009659985336098
RIPK2,0.0017008623092810312,0.0012132304004861848,0,0.0017008623092810312
ELSPBP1,0.0017008198569814631,0.002495622407494629,0,0.0017008198569814631
B3GNT7,-0.0017002224149915627,0.0008118232349155003,0,0.0017002224149915627
COPRS,0.001699789266197699,0.0006512856163419858,0,0.001699789266197699
CCL3L3,-0.0016995670766938764,0.0009473006449264604,0,0.0016995670766938764
ACVR1B,0.001699521287486587,0.000869805683997203,0,0.001699521287486587
PRKAB1,0.0016993609625255098,0.001046020664657961,0,0.0016993609625255098
LONRF1,-0.0016991740811924,0.0005013856287030112,0,0.0016991740811924
TAF12,0.001699089184821231,0.0008795769446979969,0,0.001699089184821231
IL17RD,-0.0016990579004652721,0.0012785103450861726,0,0.0016990579004652721
CGB2,-0.001698949857766596,0.001206435440407203,0,0.001698949857766596
TMEM207,0.0016986074479038997,0.0005135104027577674,0,0.0016986074479038997
GIMAP6,-0.0016985125902361207,0.0002976407073887824,0,0.0016985125902361207
UBE2D1,0.0016982324779046772,0.0006123482235422244,0,0.0016982324779046772
DNAH7,-0.0016982240185808152,0.00035405606861902827,0,0.0016982240185808152
FAM20C,0.0016981764361604327,0.0012315725949614855,0,0.0016981764361604327
MFSD6,-0.00169804137168209,0.0006160287514284755,0,0.00169804137168209
FGF6,0.001697966072899594,0.0011843244512632573,0,0.001697966072899594
BRD4,0.001697647434196508,0.0007765714306357509,0,0.001697647434196508
SHOX,-0.0016975870705905054,0.0012898253056957746,0,0.0016975870705905054
AKR1C4,-0.0016974820570023208,0.0003679878618474541,0,0.0016974820570023208
CDO1,0.0016973669017964384,0.0008907799631832596,0,0.0016973669017964384
TLX3,-0.0016973108696321866,0.0009470344407735017,0,0.0016973108696321866
IFNK,-0.0016972007572981097,0.0013359286136464686,0,0.0016972007572981097
SCN3A,-0.0016971443970448413,0.00046576271058068857,0,0.0016971443970448413
CAMK2N2,0.0016968477978493723,0.00163520032111773,0,0.0016968477978493723
POLR1G,0.0016967822961837277,0.0010130929690556718,0,0.0016967822961837277
SEC61A2,0.001696630580198377,0.0008851873120166729,0,0.001696630580198377
PCDH1,-0.001696607463932228,0.0006524578812235893,0,0.001696607463932228
TBKBP1,-0.0016964998190713298,0.00037736395167267163,0,0.0016964998190713298
MYOZ1,0.0016963958766530091,0.0011585814170120105,0,0.0016963958766530091
NASP,0.001695765168149435,0.0009055659210227179,0,0.001695765168149435
CATSPER4,0.0016957227649965802,0.0005067161834856312,0,0.0016957227649965802
SRL,-0.0016957191356041924,0.0009346519566724515,0,0.0016957191356041924
ITGA11,0.0016950844585078909,0.0006144228825250615,0,0.0016950844585078909
GLIPR2,0.0016947250226168379,0.0006280947514138419,0,0.0016947250226168379
ZNF311,-0.0016946575969483894,0.00107800629466666,0,0.0016946575969483894
TTF1,-0.0016938056094806492,0.0004566552491012147,0,0.0016938056094806492
RPL39L,-0.0016936470986386066,0.0006391244577858678,0,0.0016936470986386066
TMEM215,0.001693291924071055,0.0031014056360822747,1,0.001693291924071055
GRIN2B,0.0016929746115209126,0.0001746400642659295,0,0.0016929746115209126
PKNOX2,0.001692589849569482,0.0006203410727224026,0,0.001692589849569482
HTR1B,0.0016925653212306064,0.0011431041164130147,0,0.0016925653212306064
KRT8,-0.0016923737712515288,0.001340447170000572,0,0.0016923737712515288
ASPH,0.0016923057566455332,0.001848167194701007,0,0.0016923057566455332
CENPVL3,-0.0016921453647054546,0.0005006234135961977,0,0.0016921453647054546
NRXN3,-0.0016920205586975427,0.0010052877536208696,0,0.0016920205586975427
SH2D1A,0.0016911999828794159,0.00027102854121829363,0,0.0016911999828794159
DOCK6,-0.0016910059387535742,0.0002988565449124611,0,0.0016910059387535742
AC004805.1,-0.00169097545006431,0.0018701746476807316,0,0.00169097545006431
RCBTB2,-0.0016901750628690233,0.00016170838044778638,0,0.0016901750628690233
HNRNPCL4,0.0016901144869326673,0.0008441270277744547,0,0.0016901144869326673
PLPP1,-0.00168983957467313,0.00033469504713971616,0,0.00168983957467313
HOATZ,-0.0016897810001003267,0.0016632568970705297,0,0.0016897810001003267
ZNF3,-0.001689700552029056,0.001066833653993967,0,0.001689700552029056
SNAPC2,0.001689677818825995,0.0009423052147038006,0,0.001689677818825995
ALPP,0.0016896565236199947,0.00047937648560045937,0,0.0016896565236199947
CCDC178,0.0016894912750139764,0.0007303090869879239,0,0.0016894912750139764
CPT2,-0.0016894108123564732,0.001133181707496252,0,0.0016894108123564732
ZNF597,-0.0016891235071664768,0.00039804238566434723,0,0.0016891235071664768
POMT2,0.0016889330468701127,0.0004987566994852441,0,0.0016889330468701127
SCN3B,0.0016887168313044053,0.0010427512133583605,0,0.0016887168313044053
TBPL2,-0.0016886576372391617,0.0014165469522862061,0,0.0016886576372391617
SPATA7,-0.0016885573240485018,0.0006312845426484237,0,0.0016885573240485018
TRAIP,0.0016883737628430675,0.0007497851738797139,0,0.0016883737628430675
OASL,0.0016877861342303503,0.0006260279137152711,0,0.0016877861342303503
COL19A1,-0.0016874405432377477,0.0008637785363143818,0,0.0016874405432377477
ARHGEF25,-0.0016870717119012036,0.0005171199461063509,0,0.0016870717119012036
ST3GAL6,-0.0016868633932068384,0.0014691067617428751,0,0.0016868633932068384
TCHHL1,0.001686708240923816,0.0008524378000228493,0,0.001686708240923816
OR4D1,-0.0016866629572697956,0.0017531506707341357,0,0.0016866629572697956
GTF3A,0.0016863481692251463,0.0007475327135960549,0,0.0016863481692251463
ZNF841,0.0016860753263814774,0.0004989131039156271,0,0.0016860753263814774
PSTPIP1,0.0016852958588531037,0.00029923205435194186,0,0.0016852958588531037
MTX1,-0.0016852541240832703,0.0005655954048345052,0,0.0016852541240832703
FBXO40,-0.0016852355181715324,0.0009153442275059815,0,0.0016852355181715324
RNF227,-0.0016851421148005824,0.00038114510981107787,0,0.0016851421148005824
MTFR2,0.0016848339926046226,0.0008381658474163129,0,0.0016848339926046226
KDF1,-0.0016846947072059366,0.0008601302645486526,0,0.0016846947072059366
MS4A2,-0.001684656448069096,0.0010621556308702872,0,0.001684656448069096
BPIFB3,0.001684523399063818,0.001615360828448878,0,0.001684523399063818
AGR3,0.0016842551258841188,0.0004958665455017152,0,0.0016842551258841188
PLEKHA4,-0.0016842025388063794,0.0005921134486457718,0,0.0016842025388063794
C2CD2L,0.0016840320696965728,0.0003585203739464517,0,0.0016840320696965728
EFCAB9,-0.0016836015762970971,0.0014179835318317393,0,0.0016836015762970971
PAPOLB,-0.0016834131795173397,0.0004272843894634812,0,0.0016834131795173397
MUC4,0.0016833839810804535,0.0009755313101449399,0,0.0016833839810804535
WNK1,0.0016832624866377943,0.0004074259509319908,0,0.0016832624866377943
FOXI1,0.0016831771921439385,0.0007247172740788582,0,0.0016831771921439385
ZBED6,-0.0016829881337967131,0.0008850967081063674,0,0.0016829881337967131
TOM1L1,-0.0016827767642436293,0.0009194523596388649,0,0.0016827767642436293
JRK,-0.0016825596038879255,0.0012083028292254904,0,0.0016825596038879255
IGFL3,0.0016823606026336458,0.0023512066585832515,0,0.0016823606026336458
CATSPER3,0.0016820536437055042,0.0011155989728606757,0,0.0016820536437055042
SLC35A4,0.0016819925989797822,0.0007869521568797845,0,0.0016819925989797822
TXNRD1,0.0016819450869384593,0.0007279760620695109,0,0.0016819450869384593
ARHGEF3,-0.001681416816606242,0.0009087705559306577,0,0.001681416816606242
KLF4,-0.001681415881484806,0.0007798086432654987,0,0.001681415881484806
PPP2R2B,0.001681400764698342,0.0017287954680286501,0,0.001681400764698342
PTER,-0.0016812436350517115,0.0007164677182068117,0,0.0016812436350517115
AL049634.2,0.001681073877198784,0.0006213198132148533,0,0.001681073877198784
PLSCR3,-0.0016810108826688,0.0008781131779063012,0,0.0016810108826688
HSD11B1,0.001681006614781919,0.0008064963257384007,0,0.001681006614781919
LKAAEAR1,-0.001680744597939985,0.0012493691276648975,0,0.001680744597939985
USP48,0.0016804873117075617,0.000495541889753052,0,0.0016804873117075617
HAGHL,-0.0016804338384339198,0.000831749517923077,0,0.0016804338384339198
OR4K15,-0.0016803057399320351,0.0019855512534015874,0,0.0016803057399320351
MTHFD2L,0.0016799877445483002,0.001262053075185416,0,0.0016799877445483002
HSPA1A,0.0016797949400451655,0.0013157679062637596,0,0.0016797949400451655
GPR17,-0.0016795019572095342,0.00016507313881780817,0,0.0016795019572095342
CACNG4,0.0016791945720198507,0.000919923327015663,0,0.0016791945720198507
BRCC3,0.0016791478689821867,0.00039932461227070224,0,0.0016791478689821867
CSE1L,0.0016790769964029027,0.000233555594359896,0,0.0016790769964029027
CDK4,-0.0016790372091802174,0.0002191182189966743,0,0.0016790372091802174
AC022415.2,-0.0016790302195744326,0.0009157128866526009,0,0.0016790302195744326
ANKS6,-0.0016787521482185812,0.0008334126030132237,0,0.0016787521482185812
MTHFD1L,-0.0016786393112559062,0.0006515892053996154,0,0.0016786393112559062
LRP5L,0.0016783615689938923,0.00034829266975652123,0,0.0016783615689938923
COL5A2,0.0016781502968141828,0.0005881076373566862,0,0.0016781502968141828
APOE,-0.0016780425767745025,0.0004292365587065554,0,0.0016780425767745025
ELMO1,-0.001677999598359432,0.0009655582234688837,0,0.001677999598359432
AC113348.2,-0.0016774826799156495,0.0017970671134256491,0,0.0016774826799156495
FADS1,0.0016773637412248288,0.0006868941903116609,0,0.0016773637412248288
C16orf46,0.001676742815780026,0.0005115724833640444,0,0.001676742815780026
LAMTOR5,0.0016767136316219392,0.0007113787820198375,0,0.0016767136316219392
AC117457.1,-0.001676691387601913,0.0019414366808308122,0,0.001676691387601913
ZNRF2,0.0016766641223781916,0.0005602085278178692,0,0.0016766641223781916
TSPAN6,0.001676258129951647,0.0007081594461508335,0,0.001676258129951647
CDKN2AIPNL,0.0016761829601981246,0.0009355136279259715,0,0.0016761829601981246
PCSK6,-0.00167604818019637,0.001120102809669341,0,0.00167604818019637
GSTP1,0.001676007732944107,0.0006725894591154658,0,0.001676007732944107
ZNF710,-0.0016759334362469046,0.0005301862240222742,0,0.0016759334362469046
CYP21A2,0.0016758450523614078,0.0008726677586022719,0,0.0016758450523614078
ADAMTS4,0.0016754591408900232,0.0006283075453709528,0,0.0016754591408900232
RFT1,-0.0016752691166898779,0.0004225060474865242,0,0.0016752691166898779
SMIM42,-0.001675237424728639,0.0009935646527149825,0,0.001675237424728639
PLEKHG3,0.0016749112637045982,0.000999705421714664,0,0.0016749112637045982
GNMT,0.0016748996358077327,0.0007284279693064455,0,0.0016748996358077327
TOMM20,-0.0016747558993094932,0.0006184416509586825,0,0.0016747558993094932
MRPL16,0.0016746610943254967,0.0014956701735654916,0,0.0016746610943254967
RHOA,-0.001674578928673073,0.000610355151971199,0,0.001674578928673073
EBPL,-0.0016744375779408518,0.0014934002447825466,0,0.0016744375779408518
SELENBP1,-0.001674205689966361,0.0012323664699101624,0,0.001674205689966361
DMBX1,-0.0016739370148717175,0.0012244275115801343,0,0.0016739370148717175
PABPC5,-0.0016737844032732635,0.0006306760481652636,0,0.0016737844032732635
PAX1,-0.0016723966246583195,0.0021364121727944045,0,0.0016723966246583195
CHP2,0.0016723728107186915,0.0006702220265426431,0,0.0016723728107186915
LRRC10,-0.0016721252463706155,0.0004533919670584855,0,0.0016721252463706155
KY,-0.0016719587335483,0.0010629208910690753,0,0.0016719587335483
ACSS3,-0.001671820544725518,0.0010324353987205452,0,0.001671820544725518
ATP8B3,-0.0016718076377535442,0.0005437819851241912,0,0.0016718076377535442
RNF186,0.001671567542593027,0.0013797030434507024,0,0.001671567542593027
PEX11A,-0.0016714737922830694,0.0009710916199721427,0,0.0016714737922830694
CDK16,0.0016712417251405897,0.0006135690326636986,0,0.0016712417251405897
IFNLR1,-0.0016710090720917757,0.0005384296323696833,0,0.0016710090720917757
CUZD1,0.0016708063462275691,0.0012041332204864716,0,0.0016708063462275691
SLC17A7,0.0016704660674413268,0.0014491969223296788,0,0.0016704660674413268
IGSF23,0.0016704062060665333,0.0007837641802840405,0,0.0016704062060665333
S100A7A,-0.0016700147014084138,0.0006887335301203057,0,0.0016700147014084138
GLP1R,-0.0016698012242941068,0.0008767508229388564,0,0.0016698012242941068
SETDB2,-0.0016695597157556133,0.001017272485136913,0,0.0016695597157556133
COA6,-0.001669408772121031,0.000881400093389828,0,0.001669408772121031
CAMK4,0.0016693574258411325,0.00061069255542833,0,0.0016693574258411325
CUEDC2,-0.0016691101361035702,0.0005565679349007021,0,0.0016691101361035702
DHRS13,-0.0016690600059023977,0.000653296144789318,0,0.0016690600059023977
OR10AG1,-0.00166894732552856,0.00209928989867826,0,0.00166894732552856
ERMAP,-0.0016689125921424003,0.0003064733464544495,0,0.0016689125921424003
RAB22A,0.0016688805045836324,0.0004556665144105163,0,0.0016688805045836324
GTPBP1,0.0016686445240772876,0.0007612540598101083,0,0.0016686445240772876
LIMS4,-0.0016685458258230233,0.0016978452882081313,0,0.0016685458258230233
CCDC32,-0.0016682142905963325,0.0006085060844458523,0,0.0016682142905963325
CNR2,-0.00166811598280559,0.002199665595329365,0,0.00166811598280559
UTS2,-0.001667659496945719,0.0006965145631138672,0,0.001667659496945719
VPS37D,-0.001667598274269223,0.00023653221740887372,0,0.001667598274269223
EEF1AKMT2,-0.0016675047398588792,0.0014103989171683432,0,0.0016675047398588792
ZKSCAN4,-0.0016672214069522635,0.0006818751836041259,0,0.0016672214069522635
GHDC,-0.0016672086709285932,0.0004285245181638625,0,0.0016672086709285932
LINC02203,0.0016671296863712136,0.000927213005512135,0,0.0016671296863712136
KLHL15,0.0016667209645513464,0.0008083773016930059,0,0.0016667209645513464
GDE1,-0.0016663021106751938,0.00035115971102476053,0,0.0016663021106751938
PLPP5,0.0016660587140335849,0.0008896658318015194,0,0.0016660587140335849
MT-CO2,0.001665872003829532,0.0009727664463317352,0,0.001665872003829532
TOP1,0.0016657577036449777,0.00023670666444322504,0,0.0016657577036449777
C1orf226,0.0016657501252919358,0.0005055184395726527,0,0.0016657501252919358
CRY1,0.0016656846966993902,0.0007171411004246814,0,0.0016656846966993902
FXR1,0.0016656793717360597,0.0004404210141995663,0,0.0016656793717360597
CREBRF,0.0016656515844333734,0.00046978701887724926,0,0.0016656515844333734
ANKRD27,0.001665598651060986,0.0004971302900421425,0,0.001665598651060986
FHL3,0.0016655563440830703,0.0003138336157609429,0,0.0016655563440830703
OR3A3,-0.0016651053318918728,0.0014280250607827578,0,0.0016651053318918728
ZCWPW2,-0.001664892100823456,0.0004273902200578925,0,0.001664892100823456
TLL2,0.0016648680225762786,0.001669977954531047,0,0.0016648680225762786
PPP4C,0.0016645927502975063,0.0007910068036369916,0,0.0016645927502975063
ZNF148,0.0016641257223711254,0.0007472537288812245,0,0.0016641257223711254
PRAC1,0.001664125624781129,0.003052718726488644,1,0.001664125624781129
TRIM17,-0.0016641044948983376,0.001318417447698238,0,0.0016641044948983376
PGAP2,-0.001663792406094827,0.0007830176126120069,0,0.001663792406094827
LURAP1L,-0.001663747263499175,0.0002883315458067067,0,0.001663747263499175
MAP3K20,0.0016635707762981317,0.0008689057945523257,0,0.0016635707762981317
LRRN2,0.0016635609098005683,0.0008697335804437042,0,0.0016635609098005683
MYZAP,0.0016635242575321382,0.0004882427376755359,0,0.0016635242575321382
COX7A2,-0.0016633629672658304,0.0005294207425335296,0,0.0016633629672658304
PHOX2B,-0.0016633065040616017,0.001599201412688508,0,0.0016633065040616017
MYBL2,0.0016631561188541664,0.0010750522868799152,0,0.0016631561188541664
MEP1A,-0.0016628226164511616,0.0014718830505216346,0,0.0016628226164511616
NKX2-6,0.0016624086970240734,0.0028398634323009188,0,0.0016624086970240734
DBX1,0.0016623583440697296,0.0016712094437921962,0,0.0016623583440697296
DNASE2,-0.0016621930832943087,0.0009519155925931854,0,0.0016621930832943087
AIM2,0.0016620923297564517,0.0006864870520278703,0,0.0016620923297564517
ZSWIM3,-0.001661776529430366,0.0007283021497237899,0,0.001661776529430366
ZNF474,-0.0016615430731634052,0.0012183750873966028,0,0.0016615430731634052
ZNF396,-0.0016613264368596573,0.0004638533196539573,0,0.0016613264368596573
SULT1E1,-0.001661300323579892,0.0008434559609885571,0,0.001661300323579892
CD7,0.0016612225534959695,0.0005654170184036066,0,0.0016612225534959695
LBR,0.0016609392581319175,0.0005093899054804642,0,0.0016609392581319175
ALG14,-0.0016607216283192794,0.00038111660202551123,0,0.0016607216283192794
WDR81,0.0016606763554014251,0.0009880473662463498,0,0.0016606763554014251
IBTK,0.001660567034034871,0.0004984277121507637,0,0.001660567034034871
PPP2R5A,-0.0016603957437451675,0.0011063287418702908,0,0.0016603957437451675
RPAP1,-0.0016601731725583567,0.00043148447977868276,0,0.0016601731725583567
ATP6V1G2,-0.0016600869735323223,0.001294991507114589,0,0.0016600869735323223
WDR36,0.0016596176495242206,0.0004094830978829038,0,0.0016596176495242206
COX8C,0.0016596051718420067,0.0018646489303770076,0,0.0016596051718420067
TMEM204,-0.001659537203948432,0.00029951315041089815,0,0.001659537203948432
DIS3L,-0.001659377442365196,0.0006554264678674486,0,0.001659377442365196
RGR,-0.0016593449924920546,0.0012227520825462857,0,0.0016593449924920546
CREG1,-0.0016591026836876542,0.0005473193392546352,0,0.0016591026836876542
CIPC,-0.0016588298278195455,0.0005803004123937476,0,0.0016588298278195455
CRYBA4,-0.001658813742107712,0.00026399118446414295,0,0.001658813742107712
XKR5,-0.0016587074355462832,0.0005665137722300995,0,0.0016587074355462832
PRKCA,-0.001658379637791162,0.0009097767342483708,0,0.001658379637791162
FLYWCH2,-0.0016583421620343017,0.0005493594739560222,0,0.0016583421620343017
LUM,0.0016583215768282088,0.00013215739327495765,0,0.0016583215768282088
HIVEP1,0.0016582845741868405,0.000764657636861725,0,0.0016582845741868405
L3MBTL4,0.0016582224558020313,0.0007680281016225757,0,0.0016582224558020313
REXO2,0.0016579948903421543,0.0012159477503887383,0,0.0016579948903421543
EPB42,-0.0016579059773281445,0.0016639735885653803,0,0.0016579059773281445
MARVELD2,-0.0016578744414346286,0.00048524777138698143,0,0.0016578744414346286
KIF4A,0.0016577929612241488,0.0008603202734197837,0,0.0016577929612241488
HPS6,-0.0016576325481923952,0.0010801200782916123,0,0.0016576325481923952
CSNK1G1,-0.0016575810137563125,0.0006708332716688116,0,0.0016575810137563125
EMX1,0.001657553842811865,0.00075384215268941,0,0.001657553842811865
CYBRD1,0.0016574058894016038,0.0014522249349311679,0,0.0016574058894016038
NYNRIN,-0.0016572667503814912,0.000849759240127993,0,0.0016572667503814912
TLCD3A,-0.0016568216157479242,0.0011004608680257467,0,0.0016568216157479242
LZTS1,0.0016567716464892866,0.000991886985441929,0,0.0016567716464892866
LAMP5,0.0016567329626903198,0.0014302558705109568,0,0.0016567329626903198
TMTC4,-0.0016566857624515582,0.0010595984204529174,0,0.0016566857624515582
CLVS1,-0.0016566369265432483,0.001175443491244098,0,0.0016566369265432483
ZNF799,-0.0016565372399788565,0.0007937380284266393,0,0.0016565372399788565
TRPM4,-0.0016565113621284215,0.0010117981933214003,0,0.0016565113621284215
ASIC1,0.0016563755279420465,0.001380379935552952,0,0.0016563755279420465
PLXND1,-0.0016561637355655314,0.00033932114269704663,0,0.0016561637355655314
INAFM1,0.0016561011721421361,0.00043802752632421334,0,0.0016561011721421361
NRG3,-0.0016559410961999189,0.0004397249456614889,0,0.0016559410961999189
FGFBP1,-0.0016559023299308625,0.0009186122885000235,0,0.0016559023299308625
ASNS,-0.0016558683926033158,0.0005056320010298218,0,0.0016558683926033158
C22orf15,0.001655775173202398,0.0013858179758775052,0,0.001655775173202398
GPR88,0.0016556345346373368,0.0004980162154745068,0,0.0016556345346373368
ZNF589,-0.0016555984640780085,0.00031137713310840787,0,0.0016555984640780085
KMT5A,0.0016555329707735223,0.00028433090687877055,0,0.0016555329707735223
ZKSCAN3,-0.0016555054066821067,0.0008233160578103964,0,0.0016555054066821067
OR11G2,-0.001654975973516358,0.001977659652589116,0,0.001654975973516358
OR8B12,0.0016549183912100934,0.0009742913906350928,0,0.0016549183912100934
SUMF1,-0.0016548246348199868,0.0002964147070680442,0,0.0016548246348199868
GABRB3,0.0016546190276299118,0.0004908302297716407,0,0.0016546190276299118
OSBPL1A,-0.0016546165624027151,0.00045384066342057017,0,0.0016546165624027151
SHROOM3,-0.0016545340322288668,0.0006998189289623416,0,0.0016545340322288668
OR7D4,-0.0016538553749055242,0.0015958649421134819,0,0.0016538553749055242
CLSTN2,0.0016536686546421001,0.0005536247783077268,0,0.0016536686546421001
RAC1,0.0016535457465770404,0.0009599010744153865,0,0.0016535457465770404
SMIM10L1,0.0016532723895036276,0.0008210663536047925,0,0.0016532723895036276
LDHD,-0.0016531603751677635,0.0007616226051593034,0,0.0016531603751677635
SLX4IP,0.001652938706785562,0.0003510416804068008,0,0.001652938706785562
OPLAH,-0.0016526305873574474,0.0008815398272048098,0,0.0016526305873574474
CASP3,-0.001652061410296569,0.0002068550343599277,0,0.001652061410296569
ISOC1,0.0016520291109315736,0.0007868082737667216,0,0.0016520291109315736
SMIM3,0.0016519495919552392,0.0005529856773046122,0,0.0016519495919552392
TNFSF14,0.0016519150840223738,0.0006197893732422383,0,0.0016519150840223738
ARHGAP27,-0.0016518312261703076,0.00040278966365348413,0,0.0016518312261703076
CHRND,0.0016516045899007236,0.0007134499411096003,0,0.0016516045899007236
MITD1,0.0016515175708587018,0.0005592787002105883,0,0.0016515175708587018
COLGALT2,-0.0016514098671133535,0.0008150816967173103,0,0.0016514098671133535
RIPOR3,0.001651305331683936,0.001213787090430739,0,0.001651305331683936
CHORDC1,0.0016512542004096249,0.00029182016391930584,0,0.0016512542004096249
OR2A25,-0.0016510987043643296,0.0010198809779145474,0,0.0016510987043643296
VPS25,-0.0016510933581061586,0.0007684984739836291,0,0.0016510933581061586
ELP3,-0.0016510391541945837,0.0006497845159237156,0,0.0016510391541945837
TECTB,-0.0016506589693522128,0.0005840804564473977,0,0.0016506589693522128
CCDC17,0.0016506252954127086,0.0009067582424137227,0,0.0016506252954127086
EXOC8,-0.0016504862259901227,0.0004112001130086363,0,0.0016504862259901227
GOLGA8R,-0.0016503421615978048,0.0007316937816206827,0,0.0016503421615978048
FAM47A,0.0016497172061887711,0.0012975624049302685,0,0.0016497172061887711
NCOA4,-0.0016497158432831362,0.00048220497397233797,0,0.0016497158432831362
GPR75,-0.0016495166834977035,0.0006779008990347598,0,0.0016495166834977035
TINAGL1,-0.0016494342965470434,0.0015472081227650197,0,0.0016494342965470434
AC139491.7,0.0016494127115165714,0.0009773591597078625,0,0.0016494127115165714
RAMP1,0.001649094692197083,0.0007191631522408884,0,0.001649094692197083
GTF2B,-0.0016489783939145851,0.0010076745031113359,0,0.0016489783939145851
BOP1,0.00164883595566202,0.0005109256277398433,0,0.00164883595566202
KHSRP,0.0016487450002707603,0.000718201442832157,0,0.0016487450002707603
COL6A3,0.0016483781895159967,0.00037459666095961776,0,0.0016483781895159967
DUOXA1,-0.001648369324397548,0.0011265419515018086,0,0.001648369324397548
VCL,0.001648263936386497,0.0008506957985145357,0,0.001648263936386497
DDX55,0.0016482369618372305,0.0003146365678424649,0,0.0016482369618372305
PRLH,-0.0016479171420224474,0.0009073030968735853,0,0.0016479171420224474
PTGS1,0.001647683089680477,0.0005477342010404755,0,0.001647683089680477
KRTAP11-1,0.0016476487598843744,0.000539496546671154,0,0.0016476487598843744
RALY,0.001647122749368771,0.0005778050127187313,0,0.001647122749368771
CXorf66,-0.0016471032603584568,0.0002758784288720532,0,0.0016471032603584568
ZNF221,-0.0016470449683790727,0.0004522762400300125,0,0.0016470449683790727
PRPH,0.0016468375278299243,0.0010529090774173734,0,0.0016468375278299243
CCER2,0.0016468327253539056,0.0007074289080298483,0,0.0016468327253539056
FLNC,0.0016463065311288997,0.0004549414786705183,0,0.0016463065311288997
MTHFR,-0.0016462587779654508,0.0010148040666989823,0,0.0016462587779654508
ZNF683,0.001645942282956832,0.00037908415680363504,0,0.001645942282956832
SYCN,0.0016458319549376248,0.0008099453147553405,0,0.0016458319549376248
CYP4A22,0.0016456320861672029,0.0005033181438054322,0,0.0016456320861672029
OR2A5,-0.0016453903049064651,0.0014408686635041367,0,0.0016453903049064651
CDC20B,0.0016449230494126905,0.0005829408449712049,0,0.0016449230494126905
MS4A4E,-0.0016448850513269453,0.00030617071888683236,0,0.0016448850513269453
SPACA7,0.0016448746812371226,0.001007987234861416,0,0.0016448746812371226
ZNF699,-0.0016446961474700975,0.0007823844806567005,0,0.0016446961474700975
TECPR1,-0.001644344784074642,0.0002841333237293138,0,0.001644344784074642
ZNF76,0.0016440614712455541,0.0005024929438261867,0,0.0016440614712455541
LRRC15,0.0016440390860004653,0.002218742992279161,0,0.0016440390860004653
APOBEC3G,0.0016439217575699972,0.0005708533714142377,0,0.0016439217575699972
KRT74,0.0016438869150443998,0.0014587816713257686,0,0.0016438869150443998
PHIP,0.001643862273450852,0.0005634661686947187,0,0.001643862273450852
IMPA1,0.0016438137075824692,0.0007901637500256547,0,0.0016438137075824692
TRIM23,0.001643656669741468,0.0007057449476057448,0,0.001643656669741468
WDR62,0.0016433360886220216,0.0010008530768444693,0,0.0016433360886220216
PDE6B,-0.0016432627957049788,0.0005044410973062596,0,0.0016432627957049788
TMEM40,-0.0016431850725898956,0.0007563283418348678,0,0.0016431850725898956
ASB2,0.0016431093133632516,0.0009104609684120688,0,0.0016431093133632516
CA13,-0.0016430508546973355,0.0005817851743839165,0,0.0016430508546973355
LCE3B,0.0016429580915640414,0.0006896343109296106,0,0.0016429580915640414
TNFRSF18,0.0016429201018031935,0.0006285658131220835,0,0.0016429201018031935
PRAMEF12,0.0016424736389789286,0.0016865710701053013,0,0.0016424736389789286
EGLN1,-0.0016423355091119674,0.0006227814753988959,0,0.0016423355091119674
GET1,-0.0016418281508837405,0.0005372779596155295,0,0.0016418281508837405
SCN1B,-0.001641766741521055,0.001043448621677697,0,0.001641766741521055
RPP25L,-0.001641675973738673,0.0009235044626558245,0,0.001641675973738673
PTPN7,0.0016413956055937266,0.0002712128623496291,0,0.0016413956055937266
TRAPPC2,-0.001641355803039263,0.0012527186856438031,0,0.001641355803039263
EXPH5,0.00164127522878885,0.0006183571756949762,0,0.00164127522878885
C1orf194,-0.0016409481604731373,0.00048340292344504186,0,0.0016409481604731373
FAM162A,0.0016403351937672654,0.000651981386848758,0,0.0016403351937672654
